MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Functional,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Garage_Cond,Paved_Drive,Wood_Deck_SF,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Bsmt_Baths,Baths,Total_SF_Floors,Pool_Presence,Porch_Presence,Porch_Area,Mean_Price_Neigh,Actual Value,Predicted Value,Difference
One_Story_PUD_1946_and_Newer,Floating_Village_Residential,80,3523,1,1,Slightly_Irregular,Lvl,1,Inside,Gtl,Somerset,Norm,1,TwnhsE,One_Story,7,3,2006,2007,Gable,1,VinylSd,VinylSd,Stone,30,2,1,PConc,4,2,1,6,3,1,0,1081,1141,GasA,4,Y,1151,0,0,2,1,3,5,Typ,0,0,Attchd,Fin,484,2,2,Paved,0,None,0,2,2007,New,Partial,1.0,2.0,1151.0,0.0,1.0,61.0,229707.32417582415,166000,184472.96116126247,18472.961161262472
Two_Story_1946_and_Newer,Residential_Low_Density,75,9157,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Timberland,Norm,1,OneFam,Two_Story,6,3,2003,2003,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,912,912,GasA,4,Y,1072,942,0,3,1,3,9,Typ,0,0,Attchd,Fin,486,2,2,Paved,124,None,0,2,2009,WD ,Abnorml,0.0,3.0,2014.0,0.0,1.0,115.0,246599.54166666663,170000,203697.7161272976,33697.71612729761
Two_Story_1946_and_Newer,Residential_Low_Density,43,10667,1,0,Moderately_Irregular,Lvl,1,CulDSac,Gtl,College_Creek,PosN,1,OneFam,Two_Story,6,4,1996,1996,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,3,6,3,5,344,70,799,GasA,4,Y,827,834,0,3,1,3,6,Typ,1,2,Attchd,RFn,550,2,2,Paved,158,None,0,4,2009,ConLw,Normal,1.0,3.0,1661.0,0.0,1.0,62.0,201803.43445692884,212000,210801.75606091408,1198.2439390859217
Duplex_All_Styles_and_Ages,Residential_Low_Density,64,7007,1,0,Regular,Bnk,1,Inside,Gtl,Sawyer_West,Norm,1,Duplex,One_Story,3,3,1979,1979,Gable,1,HdBoard,HdBoard,None,0,0,1,Slab,0,0,0,0,5,0,0,0,0,GasA,1,Y,1513,0,0,4,2,1,8,Typ,0,0,Attchd,Unf,400,2,2,Paved,0,None,0,6,2009,WD ,Alloca,0.0,2.0,1513.0,0.0,0.0,0.0,184070.184,113722,118444.24861536498,4722.248615364981
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9928,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Mitchell,Norm,1,OneFam,One_Story,6,3,1991,1992,Gable,1,HdBoard,HdBoard,None,0,0,1,PConc,4,2,1,6,3,1,0,215,1454,GasA,1,Y,1478,0,0,3,1,1,6,Typ,1,2,Attchd,Unf,506,2,2,Paved,114,None,0,5,2007,WD ,Normal,1.0,2.0,1478.0,0.0,1.0,23.0,162226.63157894736,210000,198609.79597641656,11390.204023583443
One_Story_PUD_1946_and_Newer,Residential_Low_Density,41,5330,1,0,Regular,Lvl,1,Inside,Gtl,Stone_Brook,Norm,1,TwnhsE,One_Story,7,3,2000,2000,Gable,1,CemntBd,CmentBd,None,0,2,1,PConc,4,2,3,6,3,1,0,298,1494,GasA,4,Y,1652,0,0,2,1,4,6,Typ,0,0,Attchd,RFn,499,2,2,Paved,96,None,0,8,2007,WD ,Normal,1.0,2.0,1652.0,0.0,1.0,49.0,324229.1960784314,251000,241671.45903367968,9328.540966320317
One_Story_1945_and_Older,Residential_High_Density,70,4270,1,0,Regular,Bnk,1,Inside,Mod,Edwards,Norm,1,OneFam,One_Story,5,4,1931,2006,Gable,1,MetalSd,MetalSd,None,0,0,1,BrkTil,2,2,1,3,6,1,0,0,544,GasA,4,Y,774,0,0,3,1,3,6,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,5,2007,WD ,Normal,0.0,1.0,774.0,0.0,1.0,287.0,130843.38144329896,79000,74691.15506289223,4308.844937107773
Two_Story_1946_and_Newer,Residential_Low_Density,75,9375,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,Two_Story,6,3,1997,1997,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,1,7,1,0,1040,1040,GasA,4,Y,1044,1054,0,4,1,3,9,Typ,1,2,Attchd,Fin,621,2,2,Paved,331,None,0,4,2010,WD ,Normal,0.0,3.0,2098.0,0.0,1.0,39.0,201803.43445692884,240000,223413.6614595314,16586.338540468598
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8925,1,0,Slightly_Irregular,HLS,1,Inside,Gtl,Timberland,Norm,1,OneFam,One_Story,7,3,2007,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,3,6,3,1,0,1450,1466,GasA,4,Y,1466,0,0,3,1,3,7,Typ,0,0,Attchd,Fin,610,2,2,Paved,100,None,0,7,2009,WD ,Normal,0.0,2.0,1466.0,0.0,1.0,19.0,246599.54166666663,201000,228404.7645405145,27404.7645405145
Two_Story_1945_and_Older,Residential_Low_Density,60,7200,1,0,Regular,Lvl,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,1,OneFam,Two_Story,6,8,1936,2007,Gable,1,Wd Sdng,Wd Sdng,None,0,2,3,PConc,4,4,1,5,1,4,210,0,560,GasA,4,Y,575,560,0,3,1,3,6,Typ,0,0,Detchd,RFn,576,2,2,Paved,256,None,0,4,2009,WD ,Normal,1.0,1.0,1135.0,0.0,0.0,0.0,135071.9375,155000,157407.57331985826,2407.57331985826
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,78,11645,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,7,3,2005,2006,Hip,1,VinylSd,VinylSd,BrkFace,198,2,1,PConc,5,2,4,6,3,1,0,448,1570,GasA,4,Y,1590,0,0,2,1,4,6,Typ,0,0,Attchd,Fin,754,2,2,Paved,176,None,0,8,2006,New,Partial,1.0,3.0,1590.0,0.0,1.0,81.0,201803.43445692884,294900,282846.5322366134,12053.467763386609
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,43,3182,1,0,Regular,Lvl,1,Inside,Gtl,Bloomington_Heights,Norm,1,OneFam,One_Story,6,3,2007,2007,Gable,1,VinylSd,VinylSd,BrkFace,16,2,1,PConc,4,2,3,1,7,1,0,1266,1266,GasA,4,Y,1266,0,0,2,1,3,6,Typ,1,4,Attchd,Fin,388,2,2,Paved,100,None,0,3,2008,WD ,Normal,0.0,2.0,1266.0,0.0,1.0,17.0,196661.67857142855,159895,174879.01174871522,14984.011748715217
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,104,14418,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge_Heights,Norm,1,OneFam,One_Story,8,3,2007,2007,Hip,1,VinylSd,VinylSd,BrkFace,480,3,1,PConc,5,2,4,6,3,1,0,575,1950,GasA,4,Y,1950,0,0,2,1,4,7,Typ,1,4,Attchd,Fin,706,2,2,Paved,156,None,0,5,2008,WD ,Normal,1.0,2.0,1950.0,0.0,1.0,208.0,322018.265060241,383000,405924.4172163402,22924.417216340196
Two_Story_1946_and_Newer,Residential_Low_Density,86,11227,1,0,Regular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,Two_Story,3,3,1968,1968,Gable,1,HdBoard,HdBoard,None,0,0,3,CBlock,2,4,1,3,6,5,453,0,720,GasA,4,Y,720,720,0,4,1,1,7,Typ,2,2,Attchd,Unf,480,2,2,Paved,192,None,0,3,2010,WD ,Normal,0.0,2.0,1440.0,0.0,1.0,39.0,136751.1523178808,163000,146511.34725786065,16488.652742139355
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,195,41600,1,0,Slightly_Irregular,Lvl,1,FR2,Gtl,Gilbert,Norm,1,TwoFmCon,One_Story,3,3,1969,1990,Gable,1,HdBoard,HdBoard,None,0,0,1,CBlock,4,2,4,5,1,1,0,53,1100,GasW,1,Y,1424,0,0,3,1,1,7,Mod,0,0,More_Than_Two_Types,Unf,828,2,2,Dirt_Gravel,144,None,0,11,2007,WD ,Normal,1.0,2.0,1424.0,0.0,0.0,0.0,190646.57575757572,155000,168559.22030838826,13559.220308388263
Two_Story_1946_and_Newer,Residential_Low_Density,87,12361,1,0,Slightly_Irregular,Lvl,1,CulDSac,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,4,6,1993,1993,Gable,1,VinylSd,VinylSd,BrkFace,85,2,3,PConc,4,2,1,6,3,1,0,86,946,GasA,4,Y,964,838,0,3,1,3,8,Typ,1,4,More_Than_Two_Types,RFn,1017,2,2,Paved,450,None,0,5,2010,WD ,Normal,1.0,3.0,1802.0,0.0,1.0,93.0,184070.184,218000,241157.6897724673,23157.689772467304
Two_Story_1946_and_Newer,Residential_Low_Density,90,14670,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,Two_Story,4,6,1966,1999,Gable,1,VinylSd,VinylSd,BrkFace,410,2,3,CBlock,2,2,1,4,2,1,0,529,1104,GasA,4,Y,1104,884,0,4,1,3,9,Typ,1,4,Attchd,RFn,480,2,2,Paved,0,None,0,8,2008,WD ,Normal,0.0,3.0,1988.0,0.0,1.0,231.0,145097.34988713317,227000,223080.80703494753,3919.192965052469
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,21,1936,1,0,Regular,Lvl,1,Inside,Gtl,Meadow_Village,Norm,1,Twnhs,Two_Story,2,6,1970,1970,Gable,1,CemntBd,CmentBd,None,0,0,1,CBlock,2,2,1,1,7,1,0,546,546,GasA,3,Y,546,546,0,3,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Paved,0,None,0,6,2006,WD ,Normal,0.0,2.0,1092.0,0.0,0.0,0.0,95756.48648648648,90500,81017.1832100237,9482.816789976307
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9825,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,3,3,1966,1966,Hip,1,HdBoard,HdBoard,None,0,0,1,CBlock,2,2,1,3,6,1,0,483,1092,GasA,1,Y,1092,0,0,3,1,1,6,Typ,0,0,Attchd,Unf,264,2,2,Paved,259,None,0,4,2008,COD,Abnorml,0.0,1.0,1092.0,0.0,1.0,0.0,130843.38144329896,123000,125416.07570573504,2416.075705735042
One_Story_1945_and_Older,Residential_Low_Density,63,13907,1,0,Regular,Lvl,1,Inside,Gtl,Edwards,Norm,1,OneFam,One_Story,3,4,1940,1969,Gable,1,WdShing,Wd Shng,None,0,0,1,CBlock,2,2,1,4,2,1,0,706,996,GasA,4,Y,996,0,0,3,1,1,6,Typ,1,4,No_Garage,No_Garage,0,0,0,Paved,144,None,0,7,2008,WD ,Normal,1.0,1.0,996.0,0.0,0.0,0.0,130843.38144329896,108000,134452.26602140575,26452.266021405754
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9819,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer,Norm,1,OneFam,One_Story,3,3,1967,1967,Gable,1,MetalSd,MetalSd,BrkFace,31,0,3,CBlock,2,2,1,4,2,1,0,432,882,GasA,1,Y,900,0,0,3,1,1,5,Typ,0,0,Detchd,Unf,280,2,2,Paved,0,None,0,2,2010,WD ,Normal,0.0,1.0,900.0,0.0,0.0,0.0,136751.1523178808,122000,116050.25865982982,5949.741340170178
Split_or_Multilevel,Residential_Low_Density,96,11275,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,PosN,1,OneFam,SLvl,6,6,1967,2007,Mansard,0,Wd Sdng,Wd Sdng,BrkFace,300,2,3,CBlock,4,2,1,1,7,1,0,710,710,GasA,4,Y,1898,1080,0,5,1,3,11,Typ,1,4,BuiltIn,Fin,564,2,2,Paved,240,None,0,6,2010,WD ,Normal,0.0,3.0,2978.0,0.0,0.0,0.0,145097.34988713317,242000,270954.4262943622,28954.426294362172
Two_Story_1946_and_Newer,Residential_Low_Density,76,10142,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Sawyer_West,Norm,1,OneFam,Two_Story,6,3,2004,2004,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,1,6,3,1,0,300,956,GasA,4,Y,956,1128,0,4,1,3,8,Typ,0,0,BuiltIn,RFn,618,2,2,Paved,0,None,0,1,2010,WD ,Normal,1.0,3.0,2084.0,0.0,1.0,46.0,184070.184,233000,218219.39199644706,14780.608003552945
Split_or_Multilevel,Residential_Low_Density,65,16219,1,0,Moderately_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,SLvl,6,3,2004,2005,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,4,6,3,1,0,56,835,GasA,4,Y,1119,0,0,2,1,3,5,Typ,0,0,Attchd,Fin,437,2,2,Paved,100,None,0,4,2007,WD ,Normal,1.0,2.0,1119.0,0.0,1.0,25.0,190646.57575757572,188500,188667.8607724035,167.86077240351005
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,2160,1,0,Regular,Lvl,1,Inside,Gtl,Briardale,Norm,1,TwnhsE,Two_Story,3,4,1973,1973,Gable,1,HdBoard,HdBoard,BrkFace,200,0,1,CBlock,2,2,1,2,4,1,0,363,765,GasA,3,Y,765,600,0,3,1,3,7,Min1,1,3,Attchd,Unf,440,2,2,Paved,0,None,0,6,2006,WD ,Normal,0.0,2.0,1365.0,0.0,1.0,37.0,105608.33333333331,125500,128815.35125818307,3315.351258183073
Two_Story_1946_and_Newer,Residential_Low_Density,94,13005,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Northwest_Ames,Norm,1,OneFam,Two_Story,6,6,1980,1980,Gable,1,CemntBd,CmentBd,BrkFace,278,2,1,CBlock,4,2,1,6,3,1,0,153,845,GasA,1,Y,1153,1200,0,4,1,4,10,Typ,1,2,Attchd,RFn,484,2,2,Paved,288,None,0,8,2009,WD ,Normal,1.0,3.0,2353.0,0.0,1.0,196.0,188406.90839694656,260000,273363.24335406127,13363.24335406127
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,114,14803,1,0,Regular,Lvl,1,Inside,Gtl,Northridge_Heights,PosN,0,OneFam,One_Story,9,3,2007,2008,Hip,1,CemntBd,CmentBd,BrkFace,816,3,1,PConc,5,2,3,6,3,1,0,442,2078,GasA,4,Y,2084,0,0,2,1,4,7,Typ,1,4,Attchd,Fin,1220,2,2,Paved,188,None,0,6,2008,New,Partial,1.0,2.0,2084.0,0.0,1.0,46.0,322018.265060241,385000,459519.1595536619,74519.15955366188
Two_Story_1946_and_Newer,Residential_Low_Density,74,9056,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,Two_Story,7,3,2004,2004,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,5,4,3,1,7,1,0,707,707,GasA,4,Y,707,707,0,3,1,3,6,Typ,1,4,Attchd,Fin,403,2,2,Paved,100,None,0,10,2006,WD ,Normal,0.0,3.0,1414.0,0.0,1.0,36.0,190646.57575757572,178000,190965.83203455346,12965.83203455346
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,9248,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,One_Story,4,4,1992,1992,Gable,1,HdBoard,HdBoard,BrkFace,106,0,1,PConc,4,2,1,6,3,1,0,598,1158,GasA,3,Y,1167,0,0,3,1,3,6,Typ,0,0,Attchd,RFn,400,2,2,Paved,120,None,0,7,2009,WD ,Normal,1.0,2.0,1167.0,0.0,1.0,27.0,190646.57575757572,173000,173357.5174359274,357.5174359274097
One_Story_1945_and_Older,Residential_Low_Density,118,21299,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,6,3,1941,1963,Hip,0,BrkFace,BrkFace,None,0,2,1,CBlock,2,2,1,1,7,1,0,929,929,GasA,4,Y,2039,0,0,3,1,1,7,Min1,3,4,More_Than_Two_Types,Unf,791,2,2,Paved,0,None,0,12,2006,COD,Abnorml,1.0,2.0,2039.0,0.0,1.0,91.0,145097.34988713317,167000,215284.4909107656,48284.4909107656
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,86,11650,1,0,Regular,Lvl,1,Corner,Gtl,North_Ames,PosA,1,OneFam,One_Story,6,3,1959,1959,Hip,1,Plywood,Plywood,BrkCmn,58,0,1,Slab,0,0,0,0,5,0,0,0,0,GasA,3,Y,1472,0,0,2,1,3,5,Typ,1,4,Attchd,Unf,484,2,2,Paved,0,None,0,6,2006,WD ,Normal,0.0,2.0,1472.0,0.0,1.0,68.0,145097.34988713317,157500,158438.67860875346,938.6786087534565
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,95,10324,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,College_Creek,Norm,1,OneFam,One_Story,7,3,2008,2008,Gable,1,VinylSd,VinylSd,BrkFace,140,2,1,PConc,4,2,3,6,3,1,0,382,1254,GasA,4,Y,1254,0,0,2,1,3,5,Typ,0,0,Attchd,RFn,810,2,2,Paved,168,None,0,3,2009,WD ,Normal,1.0,2.0,1254.0,0.0,1.0,93.0,201803.43445692884,221800,229011.34225220288,7211.342252202885
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,73,8993,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Gilbert,Norm,1,OneFam,One_Story,6,3,2007,2007,Gable,1,VinylSd,VinylSd,None,0,2,1,PConc,4,2,3,1,7,1,0,1302,1302,GasA,4,Y,1302,0,0,3,1,3,6,Typ,0,0,Attchd,Fin,436,2,2,Paved,0,None,0,8,2007,New,Partial,0.0,2.0,1302.0,0.0,1.0,23.0,190646.57575757572,176485,181105.74097581528,4620.740975815279
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,12803,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,6,3,2002,2002,Gable,1,VinylSd,VinylSd,BrkFace,99,2,1,PConc,4,2,2,6,3,1,0,572,1494,GasA,4,Y,1494,0,0,3,1,3,6,Typ,1,2,Attchd,RFn,530,2,2,Paved,192,None,0,9,2008,WD ,Normal,1.0,2.0,1494.0,0.0,1.0,37.0,201803.43445692884,221000,221167.11236101406,167.11236101406394
One_Story_PUD_1946_and_Newer,Residential_Medium_Density,0,3072,1,0,Regular,Lvl,1,Inside,Gtl,Bloomington_Heights,Norm,1,TwnhsE,One_Story,6,3,2004,2004,Hip,1,VinylSd,VinylSd,BrkFace,18,2,1,PConc,4,2,1,1,7,1,0,1375,1375,GasA,4,Y,1414,0,0,2,1,3,6,Typ,1,2,Attchd,Fin,398,2,2,Paved,144,None,0,5,2006,WD ,Normal,0.0,2.0,1414.0,0.0,1.0,21.0,196661.67857142855,178740,182061.68815392125,3321.688153921248
One_Story_1945_and_Older,Residential_Medium_Density,40,3636,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_Story,2,2,1922,1950,Gable,1,AsbShng,AsbShng,None,0,0,1,BrkTil,2,3,1,1,7,1,0,796,796,GasA,2,N,796,0,0,2,1,1,5,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,1,2008,WD ,Normal,0.0,1.0,796.0,0.0,1.0,101.0,103752.90322580644,55000,60042.295461744434,5042.295461744434
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,40,5436,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,2,7,1922,2007,Gable,1,VinylSd,VinylSd,None,0,0,3,BrkTil,2,2,1,4,2,1,0,61,796,GasA,3,Y,796,358,0,3,1,3,7,Typ,0,0,Detchd,Unf,240,2,2,Dirt_Gravel,0,None,0,5,2010,WD ,Normal,1.0,1.0,1154.0,0.0,1.0,97.0,103752.90322580644,125500,112862.36854233519,12637.631457664815
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,0,6240,1,0,Regular,Lvl,1,Inside,Gtl,Brookside,Norm,1,OneFam,One_and_Half_Fin,4,3,1938,1950,Gable,1,VinylSd,VinylSd,None,0,0,1,BrkTil,2,2,1,2,4,1,0,809,861,GasA,3,Y,861,548,0,3,1,1,6,Typ,1,4,Detchd,Unf,528,2,2,Paved,225,None,0,3,2007,WD ,Normal,1.0,2.0,1409.0,0.0,1.0,85.0,124756.25,126000,137552.96580241757,11552.965802417573
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,11556,1,0,Regular,Lvl,1,Inside,Gtl,North_Ames,Norm,1,OneFam,One_Story,3,8,1953,2006,Gable,1,VinylSd,MetalSd,None,0,0,4,CBlock,2,2,1,4,2,1,0,456,864,GasA,3,Y,1154,0,0,3,1,4,6,Typ,0,0,Detchd,Unf,336,2,2,Paved,63,None,0,7,2007,WD ,Normal,0.0,2.0,1154.0,0.0,0.0,0.0,145097.34988713317,142000,147056.24096176698,5056.240961766976
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,116,13501,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,Somerset,Norm,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,Stone,208,2,1,PConc,4,2,1,6,3,1,0,1560,1623,GasA,4,Y,1636,0,0,3,1,3,8,Typ,1,4,Attchd,RFn,865,2,2,Paved,0,None,0,6,2007,WD ,Normal,1.0,2.0,1636.0,0.0,1.0,61.0,229707.32417582415,255000,262826.53524061793,7826.53524061793
Two_Story_1945_and_Older,Residential_Low_Density,55,10592,1,0,Regular,Lvl,1,Inside,Gtl,Crawford,Norm,1,OneFam,Two_Story,4,6,1923,1996,Hip,1,Wd Sdng,Wd Sdng,None,0,0,3,PConc,2,3,1,1,7,1,0,602,602,GasA,1,Y,900,602,0,3,1,3,7,Typ,2,2,Detchd,Unf,180,2,2,Paved,96,None,0,8,2007,WD ,Normal,0.0,2.0,1502.0,0.0,1.0,112.0,207550.83495145632,165000,168185.51665385746,3185.516653857456
Two_Family_conversion_All_Styles_and_Ages,Residential_High_Density,60,10896,1,1,Regular,Bnk,1,Inside,Gtl,South_and_West_of_Iowa_State_University,Feedr,1,TwoFmCon,Two_and_Half_Fin,4,6,1914,1995,Hip,1,VinylSd,VinylSd,None,0,1,1,CBlock,2,3,1,2,4,1,0,1184,1440,GasA,4,Y,1440,1440,515,8,2,2,14,Typ,0,0,No_Garage,No_Garage,0,0,0,Dirt_Gravel,0,None,0,3,2007,WD ,Abnorml,0.0,2.0,2880.0,0.0,1.0,111.0,135071.9375,200000,172643.24427195961,27356.755728040385
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,64,6762,1,0,Regular,Lvl,1,Inside,Gtl,College_Creek,Norm,1,OneFam,One_Story,6,3,2006,2006,Gable,1,VinylSd,VinylSd,Stone,24,2,1,PConc,4,2,3,6,3,1,0,501,1187,GasA,4,Y,1208,0,0,2,1,3,6,Typ,0,0,Attchd,RFn,632,2,2,Paved,105,None,0,2,2010,WD ,Normal,1.0,2.0,1208.0,0.0,1.0,62.0,201803.43445692884,206000,188908.1834194551,17091.816580544895
Split_or_Multilevel,Residential_Low_Density,0,14112,1,0,Slightly_Irregular,Lvl,1,Corner,Gtl,North_Ames,Norm,1,OneFam,SLvl,3,6,1964,1964,Hip,1,Wd Sdng,HdBoard,BrkFace,86,0,1,PConc,2,2,3,6,3,1,0,138,1152,GasA,1,Y,1152,0,0,3,1,1,6,Typ,1,4,Attchd,RFn,484,2,2,Paved,227,None,0,4,2010,WD ,Normal,1.0,1.0,1152.0,0.0,0.0,0.0,145097.34988713317,180500,163769.98867701637,16730.011322983628
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,57,8094,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,One_and_Half_Fin,2,3,1915,1950,Gable,1,MetalSd,MetalSd,None,0,0,2,CBlock,2,2,1,1,7,1,0,888,888,GasA,4,Y,888,1074,0,4,1,1,9,Typ,1,2,Detchd,Unf,572,2,2,Paved,160,None,0,6,2010,WD ,Normal,0.0,2.0,1962.0,0.0,1.0,365.0,123991.89121338911,149500,145428.4691736886,4071.530826311413
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1782,1,0,Regular,Lvl,1,Inside,Gtl,Blueste,Norm,1,Twnhs,Two_Story,4,4,1980,1980,Gable,1,MetalSd,MetalSd,None,0,0,3,CBlock,4,2,1,6,3,1,0,186,516,GasA,3,Y,529,516,0,2,1,1,5,Typ,1,2,Detchd,Unf,462,2,2,Paved,180,None,0,12,2007,WD ,Normal,0.0,1.0,1045.0,0.0,0.0,0.0,143590.0,123900,123843.86226616055,56.13773383945227
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,87,11146,1,0,Slightly_Irregular,Lvl,1,Inside,Gtl,Northridge_Heights,Norm,1,OneFam,One_Story,7,3,2006,2006,Gable,1,VinylSd,VinylSd,Stone,250,2,1,PConc,5,2,3,1,7,1,0,1709,1709,GasA,4,Y,1717,0,0,3,1,3,7,Typ,1,4,Attchd,RFn,908,2,2,Paved,169,None,0,7,2009,WD ,Normal,0.0,2.0,1717.0,0.0,1.0,40.0,322018.265060241,255500,277582.2057679841,22082.205767984095
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,9600,1,1,Regular,Lvl,1,Inside,Gtl,Old_Town,Norm,1,OneFam,One_and_Half_Fin,4,7,1900,2004,Gable,1,Wd Sdng,Wd Sdng,None,0,0,1,BrkTil,2,2,1,3,6,1,0,399,780,GasA,4,Y,940,476,0,3,1,3,7,Typ,0,0,Detchd,Unf,400,2,2,Paved,0,None,0,6,2006,WD ,Normal,1.0,1.0,1416.0,0.0,1.0,25.0,123991.89121338911,156500,139394.93129597287,17105.06870402713
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,50,6060,1,0,Regular,Lvl,1,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,1,OneFam,One_and_Half_Fin,2,3,1939,1950,Gable,1,AsbShng,AsbShng,None,0,0,1,PConc,2,2,1,1,7,1,0,732,732,GasA,3,Y,772,351,0,3,1,1,4,Typ,0,0,Detchd,Unf,264,2,2,Partial_Pavement,0,None,0,6,2007,WD ,Normal,0.0,1.0,1123.0,0.0,1.0,141.0,103752.90322580644,100000,93595.44601549409,6404.55398450591
